--------- beginning of /dev/log/main
05-28 19:45:19.969  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, resetMultipleFormSubmissionProtection, 1365
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, doesProgressiveLoad, 427
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, isReplacing, 2820
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, commitLoad, 378
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, commitIfReady, 352
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, commitProvisionalLoad, 2323
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, loadType, 2878
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, isLoadingInAPISense, 573
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, requestCount, 812
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, subframeIsLoading, 2847
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/appcache/ApplicationCacheHost.cpp, canCacheInPageCache, 306
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/ChromeClientAndroid.cpp, contentsSizeChanged, 491
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, stopLoading, 430
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, cancelRequests, 758
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, clearPendingPreloads, 909
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/NavigationScheduler.cpp, cancel, 503
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/CachedFramePlatformDataAndroid.cpp, CachedFramePlatformDataAndroid, 39
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, closeOldDataSources, 2591
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, transitionToCommitted, 2420
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, updateForCommit, 490
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, loadType, 2878
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, isBackForwardLoadType, 152
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, isReplaceLoadTypeWithProvisionalItem, 524
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, closeURL, 530
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, saveDocumentState, 170
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, synchronousIconForPageURL, 250
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isOpen, 1004
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, stopLoading, 430
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, cancelRequests, 758
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, clearPendingPreloads, 909
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/NavigationScheduler.cpp, cancel, 503
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, stopLoadingSubresources, 986
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, cancelAll, 69
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, stopLoadingPlugIns, 977
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, cancelAll, 69
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, setDocumentLoader, 2206
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, detachChildren, 3107
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, detachFromFrame, 526
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/appcache/ApplicationCacheHost.cpp, setDOMApplicationCache, 315
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, setProvisionalDocumentLoader, 2260
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, setState, 2284
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, updateForStandardLoad, 375
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, urlForHistory, 894
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, updateBackForwardListClippedAtTarget, 903
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, urlForHistory, 894
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, containsWMLContent, 887
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, checkDidPerformFirstNavigation, 3871
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, createItemTree, 739
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, createItem, 722
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, initializeItem, 672
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, unreachableURL, 954
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, url, 196
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, request, 178
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, originalURL, 918
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, releaseIconForPageURL, 500
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isEnabled, 778
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, retainIconForPageURL, 452
05-28 19:45:20.209  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isEnabled, 778
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, httpStatusCode, 294
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, lazyInit, 762
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, request, 187
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, httpHeaderField, 302
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, get, 128
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, httpMethod, 255
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, saveScrollPositionAndViewStateToItem, 99
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, synchronousIconForPageURL, 250
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isOpen, 1004
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, releaseIconForPageURL, 500
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isEnabled, 778
05-28 19:45:20.239  2140  2165 E WebCoreFrameBridge: addHistoryItem, 706
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, synchronousIconForPageURL, 250
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isOpen, 1004
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, unreachableURL, 954
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, httpStatusCode, 294
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, lazyInit, 762
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, urlForHistory, 894
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.239  2140  2165 E WebCoreFrameBridge: updateVisitedHistory, 855
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, urlForHistory, 894
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, url, 196
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, request, 178
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, unreachableURL, 954
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/HistoryController.cpp, addVisitedLink, 68
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, resetMultipleFormSubmissionProtection, 1365
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, resetMultipleFormSubmissionProtection, 1365
05-28 19:45:20.239  2140  2165 E WebCoreFrameBridge: transitionToCommitted, 654
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, loadType, 2878
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, responseMIMEType, 945
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, mimeType, 201
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, lazyInit, 762
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, committedFirstRealDocumentLoad, 61
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, hasHTMLView, 4322
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, request, 187
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, url, 196
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, request, 178
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, didOpenURL, 575
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/NavigationScheduler.cpp, redirectScheduledDuringLoad, 266
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/NavigationScheduler.cpp, cancel, 503
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.239  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, started, 1520
